,ibc_br_sa,icc,pib_12m,energia_industrial,energia_outros,energia_residencial,energia_total,energia_comercial,ic_br,ic_br_agro,ic_br_energia,ic_br_metal,ipc_br,ipc_br_nucleo,ipc_fipe,ipa_m,ipa_og_di_agr,ipa_og_di_ind,igp_10,igp_di,igpm,incc,ipca,ipca_comercializaveis,ipca_livres,ipca_monitorados,ipca_nao_comercializaveis,ipca_dp,ipca_ms,ipca_p55,ipca_ex0,ipca_ex3,ind_bens_k,ind_bens_consumo,ind_bens_cons_duraveis,ind_bens_intermediarios,ind_extrativa,ind_geral,ind_transformacao,ind_semi_nao_duraveis,prod_aco,prod_veic_leves,prod_caminhao,prod_onibus,prod_veiculos,uci_cni,uci_fgv,horas_trabalhadas,base_monetaria,deposito_poupanca,deposito_avista,m1,m2,m3,m4,papel_moeda,pms_auto_pecas,pms_comb_lubr,pms_hiper_alim_beb_fum,pms_hiper_super,pms_moveis_eletro,pms_vest,pms_total,vendas_veiculos,vendas_veic_interno,concessoes,idp_12m,idp,reservas_intern,bp_tc,bp_tc_12mpib,div_liq_spc_externa,div_liq_spc_interna,div_liq_spc_total,div_liq_gov_bc_externa,div_liq_gov_bc_interna,div_liq_gov_bc_total,spc_res_prim_12m,spc_res_prim_corrente,spc_res_prim_12mpib,cambio_real,brlusd,selic,tjlp,ipa_di,embi_br,ir_receita,swaps_di360,juros_ltn,ipca_mensal,ipca_doze_mensal,igpm_doze_mensal,expectativa_igpm_h_1,expectativa_igpm_h_2,expectativa_igpm_h_3,expectativa_igpm_h_4,expectativa_igpm_h_5,expectativa_igpm_h_6,expectativa_igpm_h_7,expectativa_igpm_h_8,expectativa_igpm_h_9,expectativa_igpm_h_10,expectativa_igpm_h_11,expectativa_igpm_h_12,cboe_vix,oil_price,us_tr_10year,us_tr_2year,us_tr_5year_tips,ppic,indice_dolar,bovespa,emergentes,exportacoes,exp_preco,exp_quantum,imp_preco,imp_quantum,seguro desemprego,empregos,FGTS,INSS,juros_ex_ante
2013-09-01,147.82,136.74,5190038.5,15594.0,5920.0,10251.0,38525.0,6760.0,128.89,139.0,74.86,144.31,0.3,0.45,0.25,2.11,2.04,1.85,1.05,1.36,1.5,0.43,0.35,0.61,0.41,0.16,0.23,0.46,0.43,0.37,0.52,0.51,131.6,126.5,166.4,114.8,111.7,120.4,121.5,117.5,148.64,302381.0,17151.0,3244.0,322776.0,82.2,82.2,109.7,229740196.0,567882037.0,171086110.0,311800042.0,1892308996.0,3856984371.0,4161521066.0,140713932.0,115.57,118.73,97.69,95.47,124.72,131.75,101.29,295873.0,250585.0,178404.0,80812.8,4273.9,368654.0,-4990.1,-3.94,-376926.97,2012523.68,1635596.72,-8.36,28.78,20.42,-74100.37,9047.87,-1.43,66.45,2.23,8.9,5.0,1.9,,18798.25867027,10.06,10.1397766666667,0.4081842105263158,6.143333333333333,6.412142857142857,0.626,0.5442857142857144,0.539,0.4835,0.45521739130434785,0.4495,0.40904761904761905,0.41200000000000003,0.4066666666666666,0.4575,0.4915,0.5095238095238095,14.692000000000002,106.29,2.81,0.4,-0.17,203.9,81.15949897766113,53635.23809523809,33.37869215011597,153.384912197822,164.714209385075,109.594821395699,132.060334723762,191.955330103628,25.0,116.0,80.0,164.0,3.8747619047619057
2013-10-01,148.01,139.24,5234346.7,15787.0,5986.0,10545.0,39389.0,7071.0,125.28,134.81,73.11,140.85,0.55,0.41,0.48,1.09,0.42,0.83,1.11,0.63,0.86,0.26,0.57,0.96,0.7,0.14,0.47,0.61,0.58,0.58,0.6,0.75,133.1,125.8,163.8,114.3,116.1,119.1,120.0,117.2,141.76,300707.0,18498.0,3472.0,322677.0,82.3,82.4,114.6,214197335.0,575369015.0,167540939.0,308363436.0,1903729843.0,3885993526.0,4201617658.0,140822497.0,125.12,120.75,96.38,94.04,125.56,132.31,100.7,319795.0,267976.0,187071.0,78814.4,6949.2,364505.0,-7597.4,-3.92,-369542.31,2024506.8,1654964.48,-8.15,28.61,20.46,-67890.37,-6188.41,-1.3,63.94,2.2026,9.25,5.0,0.71,234.0,26696.56695382,10.28,10.2742096774194,0.4892084432717678,6.217391304347826,6.286304347826087,0.538695652173913,0.5436363636363637,0.49227272727272725,0.47,0.46181818181818185,0.40652173913043477,0.4109090909090909,0.4039130434782609,0.4591304347826086,0.4947826086956521,0.5169565217391304,0.5295454545454545,15.407826086956522,100.54,2.62,0.34,-0.41,202.5,79.86652175239895,54171.82608695652,34.510734226392664,152.673346241759,165.373354328587,109.343800385164,131.179757885697,235.820047170273,25.0,88.0,66.0,122.0,4.041086956521738
2013-11-01,148.31,138.01,5278071.3,15810.0,6017.0,10711.0,39920.0,7382.0,129.23,139.12,75.93,144.34,0.68,0.41,0.46,0.17,0.2,0.09,0.44,0.28,0.29,0.35,0.54,0.5,0.56,0.48,0.61,0.52,0.45,0.55,0.6,0.55,125.8,125.4,160.2,116.4,115.9,119.8,120.3,117.3,143.15,275122.0,14726.0,3307.0,293155.0,82.1,82.9,109.6,215896014.0,584781093.0,177403957.0,325398936.0,1940434536.0,3897745977.0,4234749839.0,147994979.0,123.06,121.18,97.75,95.15,123.15,134.11,100.69,289998.0,244925.0,179534.0,78223.7,9400.5,362410.0,-6105.8,-3.77,-403354.13,2017440.8,1614086.67,-8.79,28.14,19.36,-103151.09,-29745.36,-1.95,66.2,2.3249,9.45,5.0,0.12,224.0,22861.67432836,10.73,10.7799633333333,0.556490765171504,6.152,6.0185,0.5345000000000001,0.496,0.4715,0.469,0.40449999999999997,0.40700000000000003,0.4,0.47368421052631576,0.49894736842105264,0.5375,0.5389473684210526,0.503,12.924000000000001,93.86,2.72,0.3,-0.38,201.2,80.84400024414063,52815.63157894737,33.883870887756345,153.385190738154,163.916752686018,100.654081078382,132.835446210215,192.652546461653,20.0,78.0,75.0,119.0,4.55475
2013-12-01,148.75,136.57,5331619.0,15321.0,5957.0,10706.0,39556.0,7572.0,132.85,141.76,82.52,147.96,0.69,0.36,0.65,0.63,0.39,0.93,0.44,0.69,0.6,0.1,0.92,0.68,0.92,0.91,1.13,0.79,0.58,0.75,0.96,0.75,108.2,121.4,149.4,113.0,113.1,115.5,115.8,115.2,143.65,221893.0,7578.0,1636.0,231107.0,81.9,82.9,98.3,224835668.0,599825987.0,190771859.0,354650948.0,1985467611.0,3947967099.0,4267350449.0,163879089.0,119.98,119.02,98.36,96.02,123.47,140.68,101.41,329800.0,286659.0,199491.0,75211.0,2086.9,358808.0,-5016.4,-3.58,-406115.08,2032449.95,1626334.87,-8.84,28.07,19.23,-91306.12,-10407.34,-1.71,67.36,2.3426,9.9,5.0,0.78,,28980.0272289,10.55,10.6997034482759,0.5921784776902888,6.070476190476191,6.130476190476191,0.5025000000000001,0.46478260869565213,0.45549999999999996,0.3947619047619048,0.418,0.40904761904761905,0.48600000000000004,0.5295,0.5461904761904762,0.5885,0.5152380952380953,0.5304761904761905,14.192380952380953,97.63,2.9,0.34,-0.09,202.0,80.30666605631511,50748.94736842105,33.544149671282085,154.880734030576,165.435237818317,102.301565836194,132.290837617898,184.564567867318,24.0,80.0,70.0,131.0,4.4750000000000005
2014-01-01,148.31,131.74,5376008.7,14537.0,6200.0,11798.0,40280.0,7745.0,135.37,144.83,83.66,149.5,0.99,0.63,0.94,0.31,-1.57,0.75,0.58,0.4,0.48,0.88,0.55,0.67,0.6,0.38,0.54,0.55,0.55,0.62,0.52,0.5,124.1,123.7,156.6,112.2,113.1,117.5,117.6,116.7,141.9,221183.0,13776.0,2431.0,237390.0,81.7,82.7,101.5,220131178.0,604824604.0,173300906.0,323274695.0,1971127279.0,3956852345.0,4302958043.0,149973789.0,124.13,120.55,98.47,96.19,124.76,131.57,101.57,270371.0,247758.0,167387.0,79603.3,8648.1,360936.0,-14125.7,-3.61,-422506.53,2035709.5,1613202.98,-9.12,27.92,18.79,-80976.01,-19921.3,-1.51,67.46,2.4263,10.17,5.0,0.12,,39740.13688833,10.97,10.9923310344828,0.6482804232804232,6.014545454545455,5.991590909090909,0.43454545454545457,0.45,0.38409090909090904,0.4247619047619048,0.4177272727272727,0.4957142857142857,0.5427272727272728,0.5486363636363637,0.5627272727272727,0.5095454545454546,0.5514285714285714,0.5033333333333333,14.24095238095238,94.62,2.86,0.39,-0.09,203.8,80.8095241728283,49139.72727272727,32.245260147821334,149.58852056925,163.998825937136,83.5531823916042,129.180322000794,204.785353354002,29.0,108.0,101.0,150.0,4.952272727272729
2014-02-01,147.98,136.39,5433417.2,15107.0,6463.0,11879.0,41653.0,8204.0,140.49,151.74,85.28,150.76,0.66,0.52,0.52,0.27,1.72,0.74,0.3,0.85,0.38,0.33,0.69,0.26,0.78,0.4,1.23,0.69,0.51,0.72,0.92,0.75,124.1,125.6,159.2,112.5,113.2,118.0,118.3,117.6,141.3,262703.0,15174.0,3750.0,281627.0,82.2,82.6,104.1,225767350.0,609877474.0,175170967.0,326389329.0,1989751973.0,3973241537.0,4308697091.0,151218362.0,115.18,121.52,98.55,96.02,123.15,130.14,101.47,240940.0,212314.0,171957.0,81695.4,5431.7,362691.0,-8905.3,-3.72,-389244.7,2038780.88,1649536.16,-8.37,27.69,19.32,-86137.56,-2130.22,-1.59,66.37,2.3334,10.43,5.0,1.0,,18337.36704667,11.37,11.5276392857143,0.5898680738786279,6.08725,6.05025,0.45,0.3975,0.43550000000000005,0.4285,0.5,0.55,0.55,0.55,0.5085,0.5247368421052632,0.4878947368421052,0.4359090909090909,15.47,100.82,2.71,0.33,-0.26,205.7,80.4573685495477,47367.9,31.819318670975534,148.322104352216,161.018759677888,85.6151916370935,132.263620022732,182.274589904729,27.0,105.0,110.0,140.0,5.304499999999999
2014-03-01,147.8,125.78,5475987.8,15079.0,6157.0,11289.0,40269.0,7744.0,140.66,154.33,81.71,145.86,0.85,0.55,0.74,2.2,5.58,0.56,1.29,1.48,1.67,0.28,0.92,0.8,1.2,-0.02,1.54,0.59,0.59,0.68,0.88,0.67,118.0,125.1,153.4,112.8,115.8,117.7,117.9,117.4,145.79,255210.0,13844.0,3700.0,272754.0,81.4,82.6,105.8,227922932.0,614875533.0,174460885.0,321036411.0,2004771520.0,3987162587.0,4323341813.0,146575525.0,107.54,120.45,97.99,95.78,124.97,129.94,100.81,224390.0,200983.0,177858.0,81717.1,7081.0,363914.0,-8299.0,-3.79,-349321.22,2035002.49,1685681.28,-7.54,27.28,19.74,-86217.11,-3579.57,-1.57,63.56,2.263,10.65,5.0,1.91,,21885.04019905,11.35,11.4195266666667,0.4923015873015873,6.255,6.5394736842105265,0.4336842105263158,0.4257894736842105,0.4131578947368421,0.4973684210526315,0.5566666666666668,0.5515789473684211,0.5483333333333333,0.5057894736842105,0.5211111111111112,0.4884210526315789,0.433,0.4033333333333334,14.836666666666666,100.8,2.72,0.4,-0.14,207.0,79.87047685895648,47046.94736842105,32.20590927487328,149.423340005645,161.82780187355,94.0243277377147,134.678065135978,172.561567576873,37.0,132.0,104.0,189.0,5.165
2014-04-01,147.08,120.25,5509204.3,15260.0,5964.0,10780.0,39592.0,7588.0,136.79,149.81,79.89,142.47,0.77,0.62,0.53,0.79,1.3,-0.14,1.19,0.45,0.78,0.88,0.67,0.67,0.64,0.77,0.62,0.56,0.56,0.58,0.41,0.54,121.1,124.4,153.1,112.0,116.3,116.7,116.6,117.7,137.32,261382.0,12314.0,3395.0,277091.0,81.3,82.0,106.2,225819638.0,616830710.0,174919967.0,320332877.0,2018409621.0,4024128054.0,4353875595.0,145412910.0,124.54,119.16,94.99,93.15,129.26,130.02,101.2,278813.0,243578.0,180467.0,82116.1,6988.9,366717.0,-8953.4,-3.86,-333296.76,2029274.34,1695977.59,-7.2,26.83,19.63,-92784.57,-16895.8,-1.68,60.93,2.236,10.87,5.0,0.27,222.0,33140.16500042,11.33,11.4107033333333,0.5346808510638298,6.18825,6.0375,0.4105263157894737,0.40700000000000003,0.46421052631578946,0.5521052631578948,0.554,0.5435000000000001,0.51,0.519,0.48210526315789476,0.4466666666666666,0.406,0.4,14.19809523809524,102.07,2.71,0.42,-0.11,208.3,79.85333360944476,51469.95,33.98804655529204,149.332882082629,160.433118113767,106.117338027718,133.836220071188,191.657801387504,24.0,90.0,61.0,146.0,5.2075
2014-05-01,146.37,109.48,5549143.0,14943.0,5977.0,10877.0,39100.0,7304.0,134.28,146.61,78.96,140.9,0.52,0.49,0.25,-0.65,-2.46,-0.72,0.13,-0.45,-0.13,2.05,0.46,0.72,0.42,0.59,0.17,0.5,0.64,0.82,0.42,0.79,115.5,122.9,143.3,110.8,116.9,115.5,115.4,118.2,140.76,265272.0,12695.0,3388.0,281355.0,81.5,81.8,108.4,222533700.0,622339689.0,168512887.0,314796451.0,2037576287.0,4071238100.0,4391423444.0,146283564.0,115.93,119.33,96.41,94.15,132.41,133.06,101.44,275580.0,240592.0,185112.0,77625.6,7918.6,368752.0,-7469.3,-3.87,-334260.91,2060130.07,1725869.16,-7.18,27.1,19.92,-76057.25,11046.36,-1.37,61.4,2.239,10.9,5.0,-1.21,209.0,21022.02304565,11.26,11.35726,0.43295999999999996,6.024285714285715,5.61952380952381,0.3761904761904762,0.44761904761904764,0.5528571428571429,0.5676190476190476,0.548,0.5033333333333333,0.527,0.4765,0.43956521739130433,0.404,0.4,0.41,12.475238095238096,102.18,2.56,0.39,-0.34,208.0,79.9490472702753,53122.0,34.68547457740421,155.074223615173,162.29564127961,110.100216777941,133.443092663703,200.456452285266,28.0,97.0,68.0,147.0,5.293571428571428
2014-06-01,143.43,107.37,5575730.9,14683.0,5859.0,10322.0,37726.0,6862.0,133.55,144.63,80.23,142.82,0.33,0.53,0.04,-1.44,-2.97,-0.52,-0.67,-0.63,-0.74,0.66,0.4,0.36,0.44,0.25,0.52,0.61,0.56,0.51,0.73,0.63,102.4,115.1,115.7,110.7,117.6,112.1,111.3,114.1,140.15,205213.0,8190.0,2540.0,215943.0,81.0,81.6,101.6,225555244.0,628926415.0,169699057.0,317270689.0,2061091340.0,4101325335.0,4428178547.0,147571632.0,99.74,115.29,96.89,94.79,123.08,124.19,100.32,241078.0,216653.0,185180.0,72632.8,5738.6,373516.0,-5421.4,-3.91,-312135.13,2067282.13,1755147.0,-6.74,27.12,20.38,-68528.21,2100.48,-1.23,62.48,2.2025,10.9,5.0,-1.21,,23971.6390192,10.97,11.0997137931034,0.30879679144385025,5.99925,5.35775,0.428421052631579,0.5452631578947369,0.579,0.5652631578947368,0.5075000000000001,0.5252631578947369,0.4863157894736842,0.44909090909090915,0.40631578947368424,0.394,0.40789473684210525,0.367,11.541428571428572,105.79,2.6,0.45,-0.29,208.3,80.442382085891,53656.0,35.568700699579146,157.543055100631,162.711717057803,108.33062967948,134.369809278178,179.489768943199,33.0,109.0,84.0,178.0,5.026250000000001
2014-07-01,144.66,109.55,5610038.7,14554.0,5884.0,10657.0,37867.0,6773.0,131.3,141.69,75.37,147.1,0.1,0.41,0.16,-1.11,-2.81,-0.34,-0.56,-0.55,-0.61,0.75,0.01,0.27,-0.1,0.39,-0.42,0.21,0.35,0.29,0.01,0.38,117.5,122.1,140.4,110.7,119.8,115.0,114.5,118.0,144.03,239075.0,12322.0,2951.0,254348.0,81.4,80.7,108.1,228753648.0,636446769.0,165291106.0,313720506.0,2068935938.0,4169700240.0,4489161835.0,148429400.0,109.22,118.09,96.37,94.03,117.68,130.08,99.76,276470.0,242149.0,174385.0,77323.0,9876.8,376792.0,-11100.4,-3.83,-327812.13,2100692.53,1772880.41,-7.01,27.5,20.49,-61526.28,4715.14,-1.1,62.93,2.2674,10.9,5.0,-1.01,206.0,25313.58675922,10.88,10.9691903225806,0.30496021220159153,6.0015217391304345,5.376956521739131,0.49454545454545457,0.5795652173913044,0.5918181818181818,0.5178260869565218,0.5213043478260869,0.46521739130434786,0.41695652173913045,0.4047826086956522,0.3760869565217391,0.4008695652173913,0.3739130434782609,0.43727272727272726,12.296363636363635,103.59,2.54,0.51,-0.27,208.0,80.54772637107156,55790.454545454544,36.51129653237083,157.794371435139,159.881259141509,119.821736837498,132.739246627737,215.349248855162,29.0,106.0,85.0,155.0,4.96217391304348
2014-08-01,145.66,110.54,5640035.7,15134.0,5986.0,10440.0,38551.0,6989.0,129.87,138.89,75.34,149.81,0.12,0.38,0.34,-0.45,0.39,-0.09,-0.55,0.06,-0.27,0.08,0.25,0.11,0.17,0.51,0.23,0.44,0.4,0.45,0.38,0.45,108.8,120.9,134.1,113.5,123.3,115.4,114.6,116.9,143.93,249789.0,11988.0,2860.0,264637.0,81.2,80.6,106.3,236045078.0,640564030.0,166100565.0,317892917.0,2087372837.0,4271481439.0,4570292750.0,151792352.0,102.85,120.66,96.2,93.65,120.41,133.42,101.2,254897.0,223229.0,169844.0,82986.2,8592.0,379157.0,-6717.2,-3.83,-304047.43,2116542.9,1812495.49,-6.61,27.65,21.04,-47498.13,14460.02,-0.84,63.77,2.2396,10.9,5.0,0.04,225.0,22590.4138373,11.14,11.2233677419355,0.30108465608465607,6.1519047619047615,5.391190476190476,0.5585714285714286,0.6,0.54,0.511,0.453,0.4073913043478261,0.40099999999999997,0.3676190476190476,0.3815,0.3728571428571429,0.3975,0.471,13.491904761904761,96.54,2.42,0.47,-0.21,207.0,81.86380949474517,57748.666666666664,36.761183784121556,153.782916764241,158.47642594133,105.695013717458,133.796868547206,193.075039535915,36.0,124.0,86.0,200.0,4.999047619047619
2014-09-01,146.22,118.92,5683722.3,14975.0,6158.0,10576.0,38895.0,7186.0,132.39,142.98,75.87,148.01,0.49,0.43,0.21,0.13,-0.4,-0.1,0.31,0.02,0.2,0.15,0.57,0.66,0.62,0.4,0.59,0.57,0.54,0.6,0.58,0.56,117.3,123.8,156.7,111.0,122.6,115.6,114.8,117.4,142.63,286366.0,11786.0,2779.0,300931.0,81.3,80.3,106.5,238078821.0,645474104.0,170413242.0,325937821.0,2110060143.0,4306043943.0,4641249955.0,155524579.0,111.11,121.5,96.1,93.66,125.48,131.88,101.39,270602.0,244578.0,187523.0,85770.6,7058.3,375513.0,-8746.8,-3.96,-346318.5,2169109.96,1822791.46,-7.44,28.24,20.8,-31055.01,25490.99,-0.55,64.87,2.451,10.9,5.0,-0.18,205.0,20151.10698342,11.41,11.4636333333333,0.4045910290237467,6.2775,5.621136363636364,0.5976190476190476,0.5531818181818182,0.5180952380952382,0.4547619047619048,0.41958333333333336,0.4161904761904762,0.38727272727272727,0.37666666666666665,0.3554545454545454,0.3923809523809524,0.44272727272727275,0.5304545454545454,13.466666666666667,93.21,2.53,0.57,0.1,206.4,84.45904795328777,58278.22727272727,36.11086255028134,156.559893871466,156.495690709911,107.885485444734,130.752395183614,208.758795167311,29.0,98.0,63.0,142.0,5.1229545454545455
2014-10-01,145.44,115.82,5716978.0,14929.0,6415.0,11141.0,40100.0,7615.0,139.28,153.56,74.99,149.14,0.43,0.47,0.37,0.23,2.25,0.17,0.02,0.59,0.28,0.17,0.42,0.38,0.43,0.38,0.48,0.44,0.51,0.6,0.42,0.42,115.5,124.3,152.4,112.0,125.3,115.7,114.9,118.2,144.74,278239.0,12394.0,2695.0,293328.0,80.9,79.9,108.4,234000155.0,649650206.0,167492124.0,324782470.0,2121339527.0,4349931096.0,4677624437.0,157290347.0,111.4,123.36,97.29,94.98,123.61,132.03,102.13,277986.0,254483.0,187576.0,86252.0,7430.7,375833.0,-10050.9,-4.08,-327865.58,2169956.69,1842091.09,-7.1,28.04,20.94,-28595.24,-3728.64,-0.5,66.97,2.4442,10.92,5.0,0.73,246.0,26647.42949741,11.84,11.902935483871,0.4881413612565445,6.375217391304347,5.547826086956522,0.5491304347826087,0.5295454545454545,0.45913043478260873,0.42625,0.4272727272727273,0.4017391304347826,0.3682608695652174,0.3552173913043478,0.3934782608695652,0.4859090909090909,0.5395652173913044,0.5095454545454546,18.058695652173913,84.4,2.3,0.45,0.06,203.4,85.67043470299762,54342.82608695652,33.92490619161855,154.40055383783,152.297701206746,103.837791104452,130.955945396826,198.96360631531,29.0,96.0,60.0,132.0,5.463260869565217
2014-11-01,145.6,115.99,5745161.4,15256.0,6338.0,11382.0,40951.0,7974.0,144.97,159.39,78.94,155.67,0.65,0.48,0.69,1.26,2.93,0.89,0.82,1.14,0.98,0.44,0.51,0.28,0.45,0.72,0.59,0.38,0.38,0.44,0.31,0.47,112.2,121.5,142.4,111.6,123.1,114.8,113.7,115.3,139.31,251208.0,11778.0,1844.0,264830.0,80.9,80.3,102.2,241460561.0,655806257.0,175547059.0,338309402.0,2146852154.0,4390074190.0,4718034618.0,162762344.0,111.55,122.23,96.5,94.35,122.94,135.43,102.1,272772.0,246801.0,177085.0,82748.7,5897.2,375426.0,-10526.1,-4.27,-355344.74,2204246.65,1848901.91,-7.67,28.43,20.76,9234.34,8084.22,0.16,67.78,2.5601,11.15,5.0,1.44,,24440.10594259,12.35,12.3583033333333,0.5696850393700787,6.494249999999999,5.95175,0.54,0.45,0.4357142857142857,0.44350000000000006,0.4,0.36473684210526314,0.3505,0.3973684210526316,0.4921052631578947,0.5505,0.5463157894736842,0.516,13.413157894736841,75.79,2.33,0.53,0.14,200.9,87.72842085988898,53575.89473684211,34.220399956954154,155.669732899138,149.508352433719,90.3005460335558,129.532218628899,185.682500150752,39.0,105.0,73.0,174.0,5.87175
2014-12-01,146.29,112.95,5778953.0,14648.0,6174.0,11161.0,39838.0,7856.0,144.54,162.05,68.41,155.88,0.75,0.5,0.3,0.63,0.72,0.13,0.98,0.38,0.62,0.08,0.78,0.62,0.88,0.43,1.11,0.68,0.49,0.58,0.87,0.68,98.3,116.0,136.3,110.2,124.4,111.4,109.7,112.6,143.1,203289.0,3704.0,604.0,207597.0,80.5,79.4,90.7,239237745.0,664847301.0,185109929.0,363361535.0,2186471965.0,4438289475.0,4774925265.0,178251606.0,109.61,120.66,97.24,95.01,121.25,134.35,101.23,331309.0,307871.0,207220.0,87714.0,7052.1,363551.0,-10178.0,-4.5,-394666.15,2277813.14,1883146.99,-8.37,29.15,20.78,32535.92,12894.24,0.56,68.88,2.6562,11.58,5.0,0.3,244.0,27215.26634514,12.68,12.7272133333333,0.6361458333333333,6.652272727272727,5.946818181818182,0.48619047619047623,0.4608333333333334,0.450952380952381,0.40454545454545454,0.3742857142857143,0.3563636363636364,0.4004761904761905,0.4904761904761905,0.5386363636363637,0.5372727272727272,0.5113636363636364,0.5,16.292272727272728,59.29,2.21,0.64,0.37,197.0,89.1568173495206,50007.5,32.70094229958274,148.522887283478,144.074766663807,104.474972787646,125.017950465116,183.801768817843,30.0,59.0,42.0,114.0,6.049999999999999
2015-01-01,145.11,112.69,5800025.9,13756.0,6368.0,12558.0,40758.0,8076.0,137.64,156.59,56.35,151.62,1.73,0.79,1.62,0.56,0.7,0.04,0.42,0.67,0.76,0.92,1.24,0.31,0.87,2.5,1.35,0.83,0.74,0.83,0.64,0.52,106.7,116.5,137.2,109.7,125.4,112.1,110.2,111.7,153.05,194123.0,8291.0,2302.0,204716.0,80.6,79.2,92.4,236740028.0,663517447.0,170885983.0,333454078.0,2164354124.0,4446980401.0,4777616433.0,162568095.0,103.2,120.3,97.16,94.84,120.84,130.08,101.28,224445.0,208143.0,165305.0,83965.1,4899.2,361767.0,-12797.1,-4.47,-365511.36,2250520.24,1885008.87,-7.84,28.66,20.82,31394.41,-21062.81,0.54,66.85,2.6623,11.82,5.5,0.23,,39929.44868091,12.7,12.76292,0.7598162729658793,6.716190476190476,5.761190476190476,0.4518181818181818,0.450952380952381,0.4,0.3535,0.3519047619047619,0.3990476190476191,0.5009523809523809,0.5523809523809524,0.5435000000000001,0.5009523809523809,0.5005,0.4245,19.1195,47.22,1.88,0.55,0.17,192.0,92.9770004272461,48369.380952380954,33.05603361129761,141.018063002379,136.022694975085,85.458163526547,122.904106141444,178.352143561962,17.0,40.0,25.0,55.0,5.9902380952380945
2015-02-01,144.04,112.89,5811266.1,14445.0,6404.0,11780.0,40719.0,8090.0,143.96,162.47,63.56,157.86,0.97,0.73,1.22,-0.09,1.12,0.13,0.43,0.53,0.27,0.31,1.22,0.59,0.88,2.37,1.12,0.83,0.77,0.77,0.91,0.59,99.7,115.1,132.0,109.9,126.6,111.3,109.0,111.0,143.54,195707.0,7648.0,2598.0,205953.0,79.7,79.1,92.9,239667617.0,660210261.0,168715875.0,330708611.0,2168510301.0,4446708674.0,4793695676.0,161992735.0,97.95,112.09,96.5,94.36,116.48,126.55,100.09,186189.0,154923.0,152077.0,81127.8,2594.4,362547.0,-8160.8,-4.49,-417659.85,2294723.19,1877063.34,-8.85,29.31,20.46,35824.28,2299.65,0.62,70.42,2.8782,12.15,5.5,0.41,,21959.56761,13.07,13.0670518518519,0.6735278514588859,6.665555555555556,5.699166666666667,0.45333333333333337,0.4,0.35,0.35,0.4,0.49411764705882355,0.5505555555555556,0.5447058823529413,0.5083333333333333,0.5,0.43823529411764706,0.41789473684210526,15.90421052631579,50.58,1.98,0.62,0.11,191.1,94.45789337158203,50131.444444444445,33.728131545217416,143.490472856166,132.265754855462,78.2922974435288,119.869647439835,166.394542271197,12.0,33.0,25.0,46.0,6.389166666666667
2015-03-01,143.73,106.86,5849624.5,14590.0,6163.0,11098.0,39759.0,7908.0,155.69,175.44,69.15,171.11,1.41,0.66,0.7,0.92,2.1,0.9,0.83,1.21,0.98,0.62,1.32,0.57,0.7,3.36,0.81,0.78,0.76,0.77,0.57,0.85,97.0,114.1,129.4,110.0,128.6,110.6,108.3,110.0,135.81,246320.0,7374.0,2786.0,256480.0,80.2,78.4,98.9,239579959.0,652549189.0,166300293.0,327928960.0,2183104350.0,4475838274.0,4836693747.0,161628667.0,95.38,116.75,94.5,93.36,110.89,124.47,100.19,229048.0,196859.0,193120.0,76996.2,2949.4,362744.0,-6560.7,-4.5,-497083.18,2344741.26,1847658.07,-10.35,29.84,19.49,39164.49,-239.36,0.67,76.55,3.208,12.58,5.5,1.24,,24935.98747236,13.61,13.5707064516129,0.5873670212765957,6.680454545454546,6.047272727272727,0.41318181818181815,0.3547619047619047,0.34909090909090906,0.3952380952380953,0.4866666666666667,0.5690909090909091,0.5571428571428572,0.5113636363636364,0.4990909090909091,0.45136363636363636,0.4272727272727273,0.4186363636363636,14.812727272727273,47.82,2.04,0.64,0.04,191.5,97.87818249789152,50405.22727272727,33.089495398781516,140.054714849001,130.17828930263,111.009817441978,115.460212189394,190.32167069384,21.0,45.0,31.0,64.0,6.96840909090909
2015-04-01,142.04,101.56,5867021.2,14639.0,6161.0,10890.0,39597.0,7907.0,151.96,171.26,67.29,166.85,0.61,0.68,1.1,1.41,0.03,1.54,1.27,0.92,1.17,0.46,0.71,0.63,0.69,0.78,0.74,0.74,0.72,0.72,0.61,0.75,94.6,111.3,129.5,108.5,129.0,108.5,105.8,107.5,144.2,210698.0,6864.0,2061.0,219623.0,79.9,77.5,96.0,238168032.0,650444733.0,159236641.0,319444733.0,2178077343.0,4493113529.0,4850532086.0,160208092.0,96.72,115.8,95.96,93.17,107.78,121.77,97.65,213721.0,183761.0,176712.0,73966.1,3958.8,364473.0,-6366.4,-4.49,-427092.33,2324795.6,1897703.27,-9.01,29.3,20.29,42615.28,-13445.01,0.73,73.75,2.9936,12.68,6.0,1.11,317.0,33986.45162207,13.39,13.3989,0.5678133333333334,6.192,6.122999999999999,0.37894736842105264,0.3525,0.395,0.4925,0.547,0.519,0.471,0.5,0.45789473684210524,0.45000000000000007,0.4221052631578947,0.41900000000000004,13.494761904761905,54.45,1.94,0.54,-0.26,190.9,97.59190477643695,54495.85,35.816032228015715,137.462443625861,124.897290949446,103.828057313816,119.365756875747,163.915409815545,15.0,33.0,25.0,51.0,7.2547500000000005
