,ibc_br_sa,icc,pib_12m,energia_industrial,energia_outros,energia_residencial,energia_total,energia_comercial,ic_br,ic_br_agro,ic_br_energia,ic_br_metal,ipc_br,ipc_br_nucleo,ipc_fipe,ipa_m,ipa_og_di_agr,ipa_og_di_ind,igp_10,igp_di,igpm,incc,ipca,ipca_comercializaveis,ipca_livres,ipca_monitorados,ipca_nao_comercializaveis,ipca_dp,ipca_ms,ipca_p55,ipca_ex0,ipca_ex3,ind_bens_k,ind_bens_consumo,ind_bens_cons_duraveis,ind_bens_intermediarios,ind_extrativa,ind_geral,ind_transformacao,ind_semi_nao_duraveis,prod_aco,prod_veic_leves,prod_caminhao,prod_onibus,prod_veiculos,uci_cni,uci_fgv,horas_trabalhadas,base_monetaria,deposito_poupanca,deposito_avista,m1,m2,m3,m4,papel_moeda,pms_auto_pecas,pms_comb_lubr,pms_hiper_alim_beb_fum,pms_hiper_super,pms_moveis_eletro,pms_vest,pms_total,vendas_veiculos,vendas_veic_interno,concessoes,idp_12m,idp,reservas_intern,bp_tc,bp_tc_12mpib,div_liq_spc_externa,div_liq_spc_interna,div_liq_spc_total,div_liq_gov_bc_externa,div_liq_gov_bc_interna,div_liq_gov_bc_total,spc_res_prim_12m,spc_res_prim_corrente,spc_res_prim_12mpib,cambio_real,brlusd,selic,tjlp,ipa_di,embi_br,ir_receita,swaps_di360,juros_ltn,ipca_mensal,ipca_doze_mensal,igpm_doze_mensal,expectativa_igpm_h_1,expectativa_igpm_h_2,expectativa_igpm_h_3,expectativa_igpm_h_4,expectativa_igpm_h_5,expectativa_igpm_h_6,expectativa_igpm_h_7,expectativa_igpm_h_8,expectativa_igpm_h_9,expectativa_igpm_h_10,expectativa_igpm_h_11,expectativa_igpm_h_12,cboe_vix,oil_price,us_tr_10year,us_tr_2year,us_tr_5year_tips,ppic,indice_dolar,bovespa,emergentes,exportacoes,exp_preco,exp_quantum,imp_preco,imp_quantum,seguro desemprego,empregos,FGTS,INSS,juros_ex_ante
2021-02-01,141.07,116.23,7757774.9,14391.0,6709.0,12876.0,41507.0,7531.0,311.65,331.74,139.53,429.96,0.54,0.28,0.23,3.28,2.37,3.83,2.97,2.71,2.53,1.89,0.86,0.73,0.58,1.69,0.45,0.52,0.38,0.54,0.65,0.45,100.8,109.4,116.0,102.2,100.7,104.2,104.3,107.1,153.33,183641.0,11805.0,1589.0,197035.0,79.6,79.1,85.2,390451572.0,1018960953.0,302761271.0,587846663.0,3883410796.0,8004776613.0,8526838222.0,285085392.0,104.3,88.86,98.06,97.86,117.17,103.44,98.79,186718.0,153654.0,188658.0,44628.0,8737.8,356070.0,-4415.9,-1.73,-1075076.27,5694668.87,4619592.61,-16.39,63.17,46.78,691720.22,11769.78,8.92,72.71,5.5302,1.9,4.39,3.4,283.0,35475.98400427,3.61388888888889,3.7759,0.39666666666666667,3.7416666666666663,4.894722222222223,0.31,0.23944444444444446,0.22588235294117645,0.2027777777777778,0.24294117647058822,0.3235294117647059,0.37611111111111106,0.39647058823529413,0.4,0.4005882352941177,0.33944444444444444,0.31947368421052635,23.140526315789476,59.04,1.26,0.12,-1.77,210.6,90.65157880281147,117464.94444444444,53.55965463738693,125.639754215436,141.427423599134,101.514005771107,105.50042115789,177.721281005969,27.0,42.0,68.0,214.0,-0.1377777777777771
2021-03-01,136.05,112.9,7888820.7,15593.0,6778.0,13256.0,43661.0,8034.0,328.22,346.53,150.32,454.64,1.0,0.31,0.71,3.56,1.73,2.94,2.99,2.17,2.94,1.3,0.93,0.59,0.28,2.81,0.05,0.53,0.35,0.38,0.39,0.41,97.2,100.5,109.5,101.7,101.5,101.8,101.8,99.0,141.85,185718.0,12472.0,2150.0,200340.0,80.2,78.3,89.7,388880335.0,1017187118.0,312936670.0,593105306.0,3935393883.0,8062170326.0,8657345746.0,280168637.0,94.56,82.26,100.47,100.68,94.54,67.01,95.12,208801.0,172024.0,258113.0,46182.6,9365.0,347413.0,-8555.6,-2.07,-1066171.51,5688875.43,4622703.9,-16.07,62.02,45.95,663083.73,-4981.17,8.41,74.24,5.6973,2.23,4.39,2.59,296.0,38911.25090092,4.72347826086956,4.8236,0.31691226666666666,4.155328260869566,5.728358695652174,0.37,0.24243636363636362,0.2039130434782609,0.23590909090909087,0.28863636363636364,0.3391304347826087,0.3865217391304348,0.4004347826086957,0.411304347826087,0.3522409090909091,0.3439583333333333,0.31630434782608696,21.84304347826087,62.33,1.61,0.15,-1.67,215.0,92.00913039497708,113870.82608695653,50.9654196034307,128.057489970579,145.545545855307,146.694038855445,107.480880811097,214.036111739094,26.0,36.0,59.0,217.0,0.5870565217391253
2021-04-01,137.72,104.95,8053159.9,15214.0,6798.0,13359.0,42657.0,7287.0,332.2,350.9,149.86,463.45,0.23,0.37,0.44,1.84,2.82,2.94,1.58,2.22,1.51,0.9,0.31,0.47,0.28,0.38,0.14,0.35,0.4,0.27,0.24,0.37,100.6,99.3,111.9,101.0,104.0,99.9,99.3,97.6,150.96,175942.0,13093.0,1872.0,190907.0,82.2,76.7,88.9,422934300.0,1022884982.0,319354076.0,598687912.0,3941404119.0,8132092713.0,8686640837.0,279333836.0,100.26,85.57,100.14,98.92,112.37,85.78,97.91,191853.0,157976.0,233250.0,49689.5,4481.7,350996.0,3402.5,-1.94,-1016806.39,5672262.42,4655456.01,-14.99,60.64,45.65,544525.75,-24255.43,6.76,72.15,5.4036,2.65,4.61,2.9,292.0,48100.89833714,5.2135,5.33595,0.31171093333333333,4.0533775,5.3004750000000005,0.368555,0.24629500000000001,0.26515,0.34868,0.373125,0.40800000000000003,0.4,0.39875263157894736,0.3325052631578947,0.34695000000000004,0.31646315789473684,0.2692,17.416190476190476,61.72,1.64,0.16,-1.67,217.9,91.58761887323288,119249.45,51.43726639520554,128.24605642186,150.060225644412,152.443293132628,113.594426471511,181.016174335285,25.0,39.0,73.0,218.0,1.1947199999999993
2021-05-01,139.14,105.9,8198139.6,15262.0,6711.0,11974.0,40785.0,6838.0,335.87,350.52,153.11,481.68,0.81,0.4,0.41,5.23,3.16,4.62,3.24,3.4,4.1,2.22,0.83,0.98,0.38,2.11,-0.07,0.57,0.57,0.67,0.41,0.51,97.3,100.4,100.4,101.7,104.5,101.2,100.6,99.9,153.36,177281.0,13908.0,1654.0,192843.0,81.2,77.8,89.2,412480266.0,1025122529.0,323597448.0,602415023.0,3959086827.0,8217877065.0,8772215183.0,278817574.0,102.11,88.69,98.83,99.48,115.09,108.63,102.9,206221.0,169237.0,239526.0,48465.8,1303.9,353448.0,1995.9,-1.79,-967266.54,5697944.07,4730677.54,-14.04,59.92,45.88,428629.11,15541.42,5.23,67.36,5.2322,3.29,4.61,4.2,,46637.27293906,5.63285714285714,5.80420952380952,0.2645173333333333,4.202052380952381,6.309507142857143,0.3917142857142857,0.31325,0.40604500000000004,0.43116190476190475,0.43574999999999997,0.4042857142857143,0.398505,0.3195,0.3269565217391305,0.3045,0.2876190476190476,0.33399999999999996,19.7605,65.17,1.62,0.16,-1.83,224.9,90.31799964904785,122219.71428571429,50.985777854919434,131.060981697429,154.198909935774,148.792073703584,115.628024504399,196.642024512706,29.0,47.0,134.0,284.0,1.463030952380949
2021-06-01,139.02,107.32,8313352.1,14999.0,6648.0,12000.0,40429.0,6781.0,323.94,332.49,159.75,457.52,0.64,0.43,0.81,0.42,-2.1,0.46,2.32,0.11,0.6,2.16,0.53,0.8,0.43,0.81,0.16,0.5,0.58,0.58,0.45,0.55,101.5,99.2,105.8,101.3,104.5,100.8,100.6,98.4,154.64,151286.0,14639.0,1622.0,167547.0,81.7,79.4,88.6,422381820.0,1035097979.0,354110906.0,636140891.0,4061317241.0,8345682829.0,8905135045.0,282029985.0,104.74,88.67,98.69,98.98,116.96,101.75,100.67,191571.0,158059.0,258516.0,43053.0,-525.4,352486.0,1669.0,-1.83,-880388.0,5759123.47,4878735.48,-12.69,59.91,47.21,305455.69,65508.09,3.67,64.61,5.0022,3.76,4.61,-0.26,260.0,42582.6473306,6.30714285714286,6.44345238095238,0.2494367292225201,4.323076190476191,5.993383333333334,0.41891,0.460847619047619,0.4859333333333333,0.46175,0.4265,0.41104761904761905,0.3559380952380952,0.3529380952380952,0.31954285714285713,0.30047619047619045,0.3577619047619048,0.3078047619047619,16.956818181818182,71.38,1.52,0.2,-1.63,228.9,91.03909128362483,128989.95238095238,52.6359467939897,135.392486931283,163.726718193153,151.479667006819,118.309456774832,193.645028604429,21.0,37.0,75.0,193.0,1.9903785714285736
2021-07-01,138.61,110.98,8422611.3,15305.0,6573.0,11701.0,40191.0,6611.0,340.69,347.42,174.06,475.38,0.92,0.42,1.02,0.71,2.69,1.25,0.18,1.45,0.78,0.85,0.96,0.56,0.7,1.68,0.8,0.6,0.58,0.54,0.68,0.54,105.0,97.7,99.3,100.2,103.9,99.2,98.8,98.1,154.38,147822.0,14801.0,1533.0,164156.0,81.5,80.1,90.0,431530374.0,1044613055.0,360402855.0,645132915.0,4111578695.0,8447830940.0,9028343889.0,284730060.0,104.36,88.57,99.35,99.45,113.46,107.98,104.09,174739.0,150973.0,233709.0,46069.1,7843.9,355671.0,-3676.4,-1.99,-914514.67,5807831.97,4893317.28,-12.98,59.78,46.8,234667.95,10283.14,2.79,65.15,5.1216,4.15,4.88,1.65,276.0,51599.49840162,6.91666666666667,6.98685909090909,0.2771787234042553,4.42106590909091,5.417520454545454,0.4515,0.49540909090909097,0.5,0.4893181818181818,0.4219047619047619,0.3945619047619048,0.34947083333333334,0.3302380952380953,0.30276363636363635,0.3642857142857143,0.30940454545454543,0.34650476190476187,17.603333333333335,72.49,1.32,0.22,-1.73,231.85,92.52285802932013,126030.95238095238,50.664393833705354,140.790193055495,165.258777535053,135.253428497342,121.125865146162,192.21547302697,22.0,38.0,71.0,196.0,2.502237121212124
2021-08-01,138.84,111.99,8538598.6,15447.0,6781.0,11837.0,40908.0,6843.0,352.27,362.39,177.39,484.7,0.71,0.53,1.44,0.66,3.93,-2.11,1.18,-0.14,0.66,0.46,0.87,1.08,0.84,0.95,0.67,0.7,0.68,0.72,0.64,0.62,98.6,97.2,90.4,100.5,108.5,99.4,98.6,98.3,157.02,148857.0,14963.0,1510.0,165330.0,81.4,79.7,91.4,411976307.0,1041890689.0,357486665.0,636970352.0,4150515916.0,8531334851.0,9164711643.0,279483687.0,104.87,84.85,98.59,98.63,107.31,105.74,99.19,178900.0,149456.0,251142.0,50211.8,6188.8,370395.0,-2218.8,-2.15,-910217.36,5828446.31,4918228.96,-12.71,59.51,46.79,130345.7,-16728.6,1.53,67.15,5.1433,5.01,4.88,-0.42,,40611.75645925,7.94136363636364,7.99840454545455,0.2006125,4.540088636363636,5.668722727272727,0.5243181818181818,0.5245761904761904,0.5,0.45210952380952385,0.398747619047619,0.34803333333333336,0.33571428571428574,0.3088181818181818,0.36028571428571426,0.3308909090909091,0.3669,0.4570409090909091,17.472727272727273,67.73,1.28,0.22,-1.72,233.415,92.7999995838512,120312.63636363637,49.130163886330344,142.239086292951,168.587581338978,141.49896275998,124.983382727944,200.57587172636,25.0,48.0,127.0,227.0,3.413272727272731
2021-09-01,138.77,114.66,8638141.9,15170.0,6912.0,12596.0,41953.0,7275.0,360.47,360.43,201.36,488.15,1.43,0.46,1.13,-1.21,-0.04,-1.64,-0.37,-0.55,-0.64,0.51,1.16,1.1,0.88,1.93,0.71,0.67,0.63,0.8,0.8,0.52,100.5,98.5,93.8,100.0,107.1,99.1,98.7,99.6,157.7,159073.0,13816.0,1198.0,174087.0,81.3,80.2,91.1,408769698.0,1037279581.0,353060999.0,629638197.0,4195671424.0,8583398277.0,9280648380.0,276577198.0,101.8,83.04,97.4,97.46,104.53,104.51,97.92,156803.0,133164.0,264731.0,49783.7,2419.2,368886.0,-3630.7,-2.32,-976091.83,5871604.1,4895512.26,-13.44,59.39,45.95,52853.65,-12933.47,0.61,69.16,5.4394,5.43,4.88,-1.17,304.0,40156.36407523,8.70238095238095,8.72956666666667,0.2897622340425532,4.908461904761905,5.095192857142857,0.5298550000000001,0.5179,0.49234,0.37496666666666667,0.3768181818181819,0.349,0.3393809523809524,0.3687238095238095,0.3509285714285714,0.39086190476190474,0.48406000000000005,0.49809523809523815,19.824761904761903,71.65,1.37,0.24,-1.63,235.678,92.99238041469029,113872.95238095238,49.361634753999255,145.115541547996,161.784704367005,132.082575901585,126.150751701481,202.663247433354,15.0,37.0,67.0,166.0,3.7997452380952366
2021-10-01,139.52,109.37,8723377.8,15544.0,7025.0,12538.0,42597.0,7489.0,401.15,390.44,241.6,541.31,0.77,0.44,1.0,0.53,-0.06,2.72,-0.31,1.6,0.64,0.86,1.25,1.22,1.21,1.35,1.21,0.92,0.84,0.9,1.19,0.92,99.6,97.3,88.6,98.7,97.0,98.6,98.7,98.3,144.73,163928.0,13733.0,1304.0,178965.0,81.3,81.3,90.4,394673471.0,1033289510.0,343087956.0,619047658.0,4177585149.0,8561880135.0,9333664154.0,275959703.0,98.85,83.03,97.44,97.43,101.24,106.63,98.04,170178.0,140375.0,255176.0,50022.4,3375.0,367927.0,-6012.3,-2.57,-1008233.97,5874071.08,4865837.1,-13.73,58.88,45.15,20406.8,-35399.36,0.23,72.61,5.643,6.3,5.32,1.9,333.0,53979.60787814,9.8205,9.849915,0.32496781002638525,4.9386375000000005,5.2301375,0.532305,0.494635,0.39964736842105264,0.3990476190476191,0.35225,0.34036,0.39425263157894735,0.354985,0.38542105263157894,0.5058473684210526,0.52007,0.506578947368421,17.871428571428574,81.48,1.58,0.39,-1.64,240.465,93.95142800467355,110091.0,48.932838076636905,139.455326043289,160.235541892275,123.972954209412,126.906971912109,201.35543212114,18.0,42.0,68.0,199.0,4.9456074999999995
2021-11-01,140.84,109.35,8818704.5,15358.0,6649.0,12378.0,41869.0,7485.0,399.81,407.22,213.48,535.25,1.08,0.43,0.72,-0.29,-1.71,-0.93,1.19,-0.58,0.02,0.67,0.95,0.58,0.45,2.3,0.34,0.71,0.72,0.84,0.55,0.23,98.6,98.0,96.5,98.7,102.4,98.7,98.0,98.4,152.51,189757.0,14380.0,1583.0,205720.0,81.1,80.7,90.1,410286912.0,1024779408.0,349378685.0,623268166.0,4187267597.0,8691065342.0,9428615562.0,273889482.0,105.14,83.41,98.86,98.52,100.13,107.84,99.21,176322.0,148304.0,268339.0,52720.6,5030.5,367772.0,-8508.7,-2.89,-986683.94,5892272.32,4905588.37,-13.33,58.54,45.21,-12767.09,-15034.08,-0.14,73.9,5.6199,7.65,5.32,-1.16,366.0,43039.96875615,11.9363157894737,11.98094,0.3393111405835544,5.4794575000000005,5.9040300000000006,0.521945,0.4030052631578947,0.39643333333333336,0.35239,0.3335,0.3973684210526316,0.362635,0.3908105263157895,0.5428736842105263,0.569105,0.52017,0.49824999999999997,18.50047619047619,79.15,1.56,0.51,-1.78,243.287,95.27095140729632,104290.0,48.548602876209074,139.177376803751,156.681353345636,114.857861863201,132.668443374221,206.284009376741,16.0,31.0,53.0,175.0,6.4820357894736995
2021-12-01,141.67,112.0,8898727.5,15074.0,6798.0,13085.0,42916.0,7959.0,396.96,409.88,197.0,547.55,0.57,0.53,0.57,0.95,1.54,1.54,-0.14,1.25,0.87,0.35,0.73,1.58,0.99,0.05,0.54,0.82,0.89,0.52,1.04,1.22,102.0,100.3,109.1,100.1,102.8,100.3,99.6,99.2,144.64,197101.0,12395.0,1429.0,210925.0,80.9,79.7,84.8,410286912.0,1037510353.0,367475256.0,653420212.0,4320167468.0,8814965194.0,9555234492.0,285944955.0,104.31,83.4,98.89,98.34,100.08,104.68,97.27,219446.0,177865.0,301923.0,46439.1,-5179.4,362204.0,-7741.2,-2.81,-931387.08,5898308.49,4966921.42,-12.59,57.87,45.28,-64727.49,-123.19,-0.73,74.41,5.5805,8.76,5.32,1.54,355.0,53574.50484724,11.5347619047619,11.5788681818182,0.4809820105820106,5.356419565217391,5.621804347826087,0.41054545454545455,0.39980000000000004,0.3522727272727273,0.32966956521739127,0.3909090909090909,0.37022608695652176,0.3938652173913043,0.5379521739130435,0.5753478260869564,0.5163636363636364,0.5006521739130435,0.4222590909090909,21.354545454545455,71.71,1.47,0.68,-1.52,241.338,96.19000001387163,105894.19047619047,47.14514212174849,137.481362561184,155.302534274715,137.609019665763,131.201425171126,198.470474805394,14.0,25.0,50.0,159.0,6.23240538302277
2022-01-01,140.29,108.35,8944243.0,14777.0,6723.0,13064.0,42533.0,7969.0,408.84,415.9,214.19,568.62,0.49,0.62,0.74,2.3,2.63,2.54,1.79,2.01,1.82,0.71,0.54,1.15,0.87,-0.35,0.66,0.89,1.06,0.66,0.72,1.04,97.3,98.3,92.7,100.8,98.0,100.2,100.0,98.2,146.21,134629.0,9463.0,1325.0,145417.0,80.9,80.7,84.3,404027649.0,1023010529.0,327800630.0,599753042.0,4206294859.0,8711765800.0,9488551951.0,271952413.0,97.26,83.56,97.82,97.71,97.47,105.64,97.56,136105.0,108397.0,244010.0,48129.1,5088.1,358398.0,-8163.8,-2.77,-854201.26,5818933.55,4964732.29,-11.57,56.93,45.35,-108185.99,-101833.12,-1.21,72.0,5.3574,9.15,6.08,2.57,,84823.33351692,11.9990476190476,12.0508857142857,0.40965831134564645,5.177888095238096,5.878907142857143,0.42968,0.34772380952380955,0.31960952380952384,0.39094285714285715,0.3642857142857143,0.399175,0.51215,0.5360571428571429,0.5115000000000001,0.5,0.43958,0.36873999999999996,23.181,83.22,1.76,0.98,-1.26,246.453,95.96649971008301,106724.38095238095,47.41297779083252,141.822071937935,156.936499297581,111.301255998064,132.411471977171,190.178153661647,34.0,51.0,103.0,290.0,6.888949999999981
2022-02-01,140.96,104.05,8991855.1,14433.0,6519.0,12920.0,41851.0,7979.0,405.63,406.76,224.69,557.85,0.28,0.56,0.9,2.36,4.33,0.98,1.98,1.5,1.83,0.38,1.01,0.95,1.34,0.12,1.64,0.93,0.94,0.85,1.26,1.0,102.2,99.2,94.9,102.0,101.3,100.8,100.8,99.7,146.15,152590.0,11389.0,1956.0,165935.0,81.2,79.9,87.7,404528833.0,1022781427.0,333167467.0,604776930.0,4270965320.0,8734415003.0,9603103276.0,271609463.0,102.28,88.73,100.24,99.62,100.24,108.41,99.58,158570.0,117121.0,241885.0,50204.5,10813.2,357740.0,-2857.4,-2.65,-812200.1,5859768.85,5047568.76,-10.95,57.3,46.35,-123426.67,-3470.9,-1.37,67.3,5.1394,10.49,6.08,1.94,331.0,41349.51224292,12.2794736842105,12.3487789473684,0.4866376657824934,5.315057894736841,6.036576315789474,0.3887052631578947,0.3068736842105263,0.38633333333333336,0.36311052631578944,0.3987277777777778,0.500788888888889,0.5567473684210525,0.5246944444444445,0.5044736842105264,0.4594736842105263,0.40078947368421053,0.32799473684210523,25.748421052631578,91.64,1.93,1.44,-1.06,252.66,95.9968426353053,112851.26315789473,47.05619812011719,144.608241288515,166.778501719218,123.03692607326,137.910961907372,173.766163137769,25.0,37.0,87.0,255.0,6.9725578947368145
2022-03-01,142.15,105.12,9061814.3,15484.0,6864.0,13921.0,44672.0,8403.0,423.39,398.94,283.14,568.76,1.35,0.8,1.28,2.07,2.28,3.02,1.18,2.37,1.74,0.86,1.62,1.4,1.24,2.65,1.12,0.97,1.04,1.03,0.76,1.1,103.4,95.5,96.8,101.8,102.5,100.2,100.1,96.1,152.09,168834.0,13531.0,2421.0,184786.0,81.2,80.2,93.2,395390770.0,1013014330.0,335803641.0,602964529.0,4370943102.0,9031763011.0,9864187068.0,267160888.0,100.32,92.39,100.05,99.14,100.62,108.01,99.95,167958.0,129060.0,316425.0,48026.6,7187.0,353169.0,-1949.4,-2.21,-731370.88,5929610.21,5198239.31,-9.81,57.72,47.91,-122757.75,-4312.25,-1.35,63.95,4.7378,11.15,6.08,2.8,339.0,51108.28766439,12.9704545454545,12.9950409090909,0.3853256,5.719493181818182,6.618854545454545,0.4466590909090909,0.4664285714285714,0.4028681818181818,0.42178571428571426,0.5419136363636364,0.5720045454545454,0.5526954545454545,0.5268136363636363,0.45217619047619045,0.4018333333333333,0.3295,0.30023809523809525,26.968695652173913,108.5,2.13,1.91,-1.3,260.014,98.46695676057234,115150.04545454546,43.18582700646442,150.445745218949,174.253470645567,147.618807064292,139.541240234708,199.700287336998,25.0,40.0,134.0,264.0,7.2938727272726815
2022-04-01,142.19,104.35,9147953.5,15434.0,6675.0,12872.0,43211.0,8229.0,418.63,398.0,279.79,537.02,1.08,0.93,1.62,1.45,-2.34,1.24,2.48,0.41,1.41,0.95,1.06,1.42,1.25,0.55,1.11,0.94,1.01,0.97,0.89,0.94,101.5,98.9,97.6,102.2,102.3,100.6,100.5,99.7,146.14,174340.0,10072.0,1625.0,186037.0,81.0,79.8,88.7,397925923.0,1008881064.0,342279371.0,610803461.0,4437056510.0,9092619604.0,9937518162.0,268524090.0,104.0,94.39,98.72,98.11,104.92,109.18,100.92,173183.0,128362.0,276244.0,55254.9,11710.1,345097.0,797.2,-2.31,-744553.38,5972171.01,5227617.62,-9.91,57.66,47.74,-137378.77,-38876.45,-1.5,61.07,4.9191,11.65,6.82,0.19,295.0,61800.79520537,12.9526315789474,12.9939894736842,0.41950423280423277,5.681318421052631,6.654031578947369,0.5523052631578947,0.46473684210526317,0.46641578947368423,0.5758944444444444,0.581,0.5624166666666667,0.5462157894736842,0.46638888888888885,0.4066666666666667,0.34576190476190477,0.3088888888888889,0.2881157894736842,24.3735,101.78,2.75,2.54,-0.54,265.31,100.70849990844727,115022.05263157895,42.50984115600586,154.412416377161,183.32489927563,138.036229309135,152.804076856028,168.811951073341,22.0,34.0,154.0,219.0,7.336989473684243
2022-05-01,142.82,105.87,9249687.1,15500.0,6671.0,12277.0,42050.0,7602.0,432.11,414.86,310.53,486.93,0.5,0.84,0.42,0.45,0.68,0.5,0.1,0.69,0.52,2.28,0.47,1.04,0.83,-0.51,0.66,0.86,0.98,0.81,0.94,1.06,103.6,101.0,96.9,99.1,95.1,100.2,100.8,102.0,145.52,188956.0,13947.0,3013.0,205916.0,80.8,80.8,92.2,407504792.0,1013473643.0,331986501.0,602960596.0,4528401923.0,9186556753.0,10060371988.0,270974095.0,102.89,94.96,100.44,100.91,100.13,117.48,103.66,210297.0,164228.0,295877.0,58012.4,4061.4,346415.0,-4209.3,-2.62,-700457.58,6038745.14,5338287.55,-9.26,57.77,48.51,-119927.61,32992.58,-1.3,62.73,4.7289,12.51,6.82,0.55,,54442.34751347,13.32681818,13.3372727272727,0.18518594164456234,5.914354545454546,6.492618181818182,0.5054545454545454,0.5082285714285715,0.5918714285714286,0.6268818181818182,0.6,0.5937,0.5076190476190476,0.4229545454545454,0.38231739130434783,0.3297095238095238,0.29,0.3188636363636364,29.313636363636363,109.55,2.9,2.62,-0.15,273.251,103.16761888776507,107809.22727272728,39.83303905668713,161.443842670978,189.782140506294,135.718560370343,156.784398356294,197.472738263281,27.0,40.0,171.0,255.0,7.505915907272727
2022-06-01,143.62,103.6,9351602.7,15368.0,6501.0,11916.0,40939.0,7153.0,428.02,405.45,325.59,461.63,0.67,0.57,0.28,0.3,-0.62,0.86,0.74,0.62,0.59,2.14,0.67,0.5,0.74,0.48,0.93,0.93,0.97,0.78,0.77,1.01,100.7,102.6,106.6,98.5,97.9,100.1,100.8,102.1,147.97,187237.0,13370.0,2991.0,203598.0,80.7,81.4,91.8,405717040.0,1015991317.0,336964270.0,609435478.0,4627983191.0,9257217628.0,10144119722.0,272471208.0,96.66,94.7,99.97,100.25,99.13,103.28,100.16,198518.0,151203.0,293743.0,61664.1,3126.3,341958.0,941.4,-2.64,-807531.66,6124097.49,5316565.83,-10.47,57.93,47.46,-199830.32,-14394.62,-2.14,63.99,5.238,12.89,6.82,0.44,302.0,64409.60259782,13.6142857142857,13.5829428571429,0.3120307486631016,5.8596642857142855,6.273157142857142,0.49824999999999997,0.59275,0.6699380952380952,0.6479952380952382,0.6259285714285715,0.49761904761904757,0.41200000000000003,0.39204545454545453,0.3257285714285714,0.30288571428571426,0.33875,0.3088095238095238,28.23318181818182,114.84,3.14,3.0,0.3,280.251,103.8442862374442,103746.57142857143,39.945929572695775,165.192524518849,190.645723776918,149.724686348366,159.189671787561,190.629381682796,22.0,33.0,81.0,187.0,7.69691190476189
2022-07-01,146.58,105.58,9450085.5,15798.0,6300.0,11977.0,41233.0,7158.0,417.62,393.98,330.55,423.98,-1.19,0.36,0.16,0.21,0.17,-0.52,0.6,-0.38,0.21,0.86,-0.68,0.24,0.65,-4.35,0.96,0.41,0.62,0.54,0.43,0.63,98.7,104.5,100.0,100.2,100.7,101.0,101.3,104.5,142.06,203096.0,12724.0,3130.0,218950.0,80.6,82.3,91.7,391338071.0,1009789788.0,333751521.0,603734003.0,4689343288.0,9236804120.0,10177549496.0,269982482.0,96.19,106.36,99.28,99.54,96.89,90.66,99.38,201165.0,159259.0,268450.0,61025.2,7205.0,346403.0,-5285.1,-2.71,-821642.65,6153444.28,5331801.65,-10.5,57.61,47.1,-230553.94,-20440.48,-2.44,67.6,5.1884,13.15,7.01,-0.32,362.0,64612.46311007,13.9661904761905,13.9749,0.3005705882352941,5.2412809523809525,5.797790476190476,0.5852380952380952,0.6674761904761904,0.606285,0.621904761904762,0.50008,0.4165,0.39594347826086956,0.333,0.3202857142857143,0.34524999999999995,0.31446666666666667,0.304,24.995238095238093,101.62,2.9,3.04,0.38,272.274,107.03350028991699,99108.57142857143,38.533698081970215,164.444413717807,186.507919146408,139.845155100488,153.496072248661,205.908140420727,30.0,42.0,86.0,264.0,8.723459523809547
2022-08-01,144.95,106.76,9550426.7,16012.0,6777.0,12076.0,42173.0,7308.0,414.63,393.51,324.07,419.15,-0.57,0.29,0.12,-0.71,0.67,-1.14,-0.69,-0.55,-0.7,0.09,-0.36,0.74,0.39,-2.55,0.14,0.43,0.64,0.65,0.5,1.1,103.3,101.1,103.0,98.5,99.5,99.7,100.0,101.0,140.95,217174.0,17223.0,3564.0,237961.0,80.4,82.2,98.3,400049571.0,994353754.0,336587010.0,603313056.0,4778941120.0,9502994255.0,10381807860.0,266726045.0,100.57,110.26,99.66,99.95,98.02,98.79,99.77,231299.0,184506.0,295211.0,64850.7,10014.4,339664.0,-7015.9,-2.94,-799256.82,6234866.24,5435609.41,-10.15,57.98,47.84,-183546.17,30279.17,-1.92,66.04,5.179,13.58,7.01,-0.63,312.0,53070.83137921,13.5217391304348,13.4890826086957,0.20520024213075058,5.447313043478261,5.19135,0.619495652173913,0.5927272727272727,0.601304347826087,0.5109090909090909,0.4240909090909091,0.39650399999999997,0.33846363636363636,0.305,0.3404545454545454,0.3124782608695652,0.3,0.39027391304347825,22.169565217391302,93.67,2.9,3.25,0.34,269.546,107.1495653235394,110061.82608695653,39.176929971446164,161.324878094378,179.85154592596,149.284591493944,146.397390249872,236.501912833366,23.0,34.0,66.0,202.0,8.050319565217407
