"";"TIPO";"TIPO_INDICE";"CO_ANO";"CO_MES";"CO_CGCE";"INDICE";"NO_CLASSIFICACAO";"NO_TIPO_CLASSIFICACAO";"NO_CGCE"
"6674";"EXP";"PRECO";2000;2;"CO_CGCE_N1_1";79,4605121005918;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6675";"EXP";"PRECO";2000;2;"CO_CGCE_N1_3";81,693350271617;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6676";"EXP";"QUANTUM";2000;2;"CO_CGCE_N1_2";50,2851583352921;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6677";"EXP";"QUANTUM";2000;2;"CO_CGCE_N1_1";64,3913611838279;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6678";"EXP";"QUANTUM";2000;2;"CO_CGCE_N1_3";46,8720967681931;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6679";"EXP_DESSAZONALIZADA";"QUANTUM";2000;2;"CO_CGCE_N1_2";60,5162555227419;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6680";"EXP_DESSAZONALIZADA";"QUANTUM";2000;2;"CO_CGCE_N1_1";69,3066194497293;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6681";"EXP_DESSAZONALIZADA";"QUANTUM";2000;2;"CO_CGCE_N1_3";49,5472689973357;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6682";"IMP";"PRECO";2000;2;"CO_CGCE_N1_2";87,4431323426756;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6683";"IMP";"PRECO";2000;2;"CO_CGCE_N1_1";116,026017005676;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6684";"IMP";"PRECO";2000;2;"CO_CGCE_N1_3";85,5303431980706;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6685";"IMP";"PRECO";2000;2;"CO_CGCE_N1_4";40,1956911124709;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6686";"IMP";"QUANTUM";2000;2;"CO_CGCE_N1_2";62,2498943475906;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6687";"IMP";"QUANTUM";2000;2;"CO_CGCE_N1_1";60,8298361003405;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6688";"IMP";"QUANTUM";2000;2;"CO_CGCE_N1_3";55,3858581696145;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6689";"IMP";"QUANTUM";2000;2;"CO_CGCE_N1_4";92,7335012519474;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6690";"IMP_DESSAZONALIZADA";"QUANTUM";2000;2;"CO_CGCE_N1_2";72,14305054783;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6691";"IMP_DESSAZONALIZADA";"QUANTUM";2000;2;"CO_CGCE_N1_1";69,3398396545367;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6692";"IMP_DESSAZONALIZADA";"QUANTUM";2000;2;"CO_CGCE_N1_3";65,6886130269794;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6693";"IMP_DESSAZONALIZADA";"QUANTUM";2000;2;"CO_CGCE_N1_4";109,966185100182;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6694";"TERMOS_DE_TROCA";"PRECO";2000;2;"CO_CGCE_N1_2";84,8314888130071;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6695";"TERMOS_DE_TROCA";"PRECO";2000;2;"CO_CGCE_N1_1";68,4850813216356;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6696";"TERMOS_DE_TROCA";"PRECO";2000;2;"CO_CGCE_N1_3";95,513881059067;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6697";"EXP";"PRECO";2000;1;"CO_CGCE_N1_2";73,0343603945275;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6698";"EXP";"PRECO";2000;1;"CO_CGCE_N1_1";78,5865972956416;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6699";"EXP";"PRECO";2000;1;"CO_CGCE_N1_3";84,8140606097349;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6700";"EXP";"QUANTUM";2000;1;"CO_CGCE_N1_2";45,8935949696202;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6701";"EXP";"QUANTUM";2000;1;"CO_CGCE_N1_1";41,6520834075754;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6702";"EXP";"QUANTUM";2000;1;"CO_CGCE_N1_3";37,0464077816626;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6703";"EXP_DESSAZONALIZADA";"QUANTUM";2000;1;"CO_CGCE_N1_2";56,859811393212;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6704";"EXP_DESSAZONALIZADA";"QUANTUM";2000;1;"CO_CGCE_N1_1";59,6461267804725;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6705";"EXP_DESSAZONALIZADA";"QUANTUM";2000;1;"CO_CGCE_N1_3";49,2382822866073;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6706";"IMP";"PRECO";2000;1;"CO_CGCE_N1_2";92,5538582232103;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6707";"IMP";"PRECO";2000;1;"CO_CGCE_N1_1";117,244713309019;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6708";"IMP";"PRECO";2000;1;"CO_CGCE_N1_3";96,0801764058405;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6709";"IMP";"PRECO";2000;1;"CO_CGCE_N1_4";37,6253002668546;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6710";"IMP";"QUANTUM";2000;1;"CO_CGCE_N1_2";53,0631241965361;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6711";"IMP";"QUANTUM";2000;1;"CO_CGCE_N1_1";51,0749360974882;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6712";"IMP";"QUANTUM";2000;1;"CO_CGCE_N1_3";46,7193524186443;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6713";"IMP";"QUANTUM";2000;1;"CO_CGCE_N1_4";79,5425990404273;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6714";"IMP_DESSAZONALIZADA";"QUANTUM";2000;1;"CO_CGCE_N1_2";59,785948304545;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6715";"IMP_DESSAZONALIZADA";"QUANTUM";2000;1;"CO_CGCE_N1_1";57,3855347394626;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6716";"IMP_DESSAZONALIZADA";"QUANTUM";2000;1;"CO_CGCE_N1_3";58,7726182341449;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6717";"IMP_DESSAZONALIZADA";"QUANTUM";2000;1;"CO_CGCE_N1_4";97,3748177678687;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6718";"TERMOS_DE_TROCA";"PRECO";2000;1;"CO_CGCE_N1_2";78,9101197903517;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6719";"TERMOS_DE_TROCA";"PRECO";2000;1;"CO_CGCE_N1_1";67,0278386783316;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6720";"TERMOS_DE_TROCA";"PRECO";2000;1;"CO_CGCE_N1_3";88,2742557127312;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6721";"EXP";"PRECO";1999;12;"CO_CGCE_N1_2";72,7768827015521;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6722";"EXP";"PRECO";1999;12;"CO_CGCE_N1_1";77,1501813160093;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6723";"EXP";"PRECO";1999;12;"CO_CGCE_N1_3";85,3285962575467;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6724";"EXP";"QUANTUM";1999;12;"CO_CGCE_N1_2";61,7548098674746;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6725";"EXP";"QUANTUM";1999;12;"CO_CGCE_N1_1";59,9043573562473;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6726";"EXP";"QUANTUM";1999;12;"CO_CGCE_N1_3";52,0312213009158;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6727";"EXP_DESSAZONALIZADA";"QUANTUM";1999;12;"CO_CGCE_N1_2";61,9556712120387;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6728";"EXP_DESSAZONALIZADA";"QUANTUM";1999;12;"CO_CGCE_N1_1";48,5754838959155;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6729";"EXP_DESSAZONALIZADA";"QUANTUM";1999;12;"CO_CGCE_N1_3";48,5686786150742;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6730";"IMP";"PRECO";1999;12;"CO_CGCE_N1_2";91,9386859761377;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6731";"IMP";"PRECO";1999;12;"CO_CGCE_N1_1";112,967271132527;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6732";"IMP";"PRECO";1999;12;"CO_CGCE_N1_3";88,4675829704048;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6733";"IMP";"PRECO";1999;12;"CO_CGCE_N1_4";37,5133584110642;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6734";"IMP";"QUANTUM";1999;12;"CO_CGCE_N1_2";59,3995087665857;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6735";"IMP";"QUANTUM";1999;12;"CO_CGCE_N1_1";77,0359150681057;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6736";"IMP";"QUANTUM";1999;12;"CO_CGCE_N1_3";74,5034734635062;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6737";"IMP";"QUANTUM";1999;12;"CO_CGCE_N1_4";112,875200067396;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6738";"IMP_DESSAZONALIZADA";"QUANTUM";1999;12;"CO_CGCE_N1_2";65,2798536162039;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6739";"IMP_DESSAZONALIZADA";"QUANTUM";1999;12;"CO_CGCE_N1_1";67,8240170015537;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6740";"IMP_DESSAZONALIZADA";"QUANTUM";1999;12;"CO_CGCE_N1_3";66,5095157778512;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6741";"IMP_DESSAZONALIZADA";"QUANTUM";1999;12;"CO_CGCE_N1_4";110,885577596033;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6742";"TERMOS_DE_TROCA";"PRECO";1999;12;"CO_CGCE_N1_2";79,1580627119699;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6743";"TERMOS_DE_TROCA";"PRECO";1999;12;"CO_CGCE_N1_1";68,2942772207901;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6744";"TERMOS_DE_TROCA";"PRECO";1999;12;"CO_CGCE_N1_3";96,4518226818651;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6745";"EXP";"PRECO";1999;11;"CO_CGCE_N1_2";72,3220186669077;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6746";"EXP";"PRECO";1999;11;"CO_CGCE_N1_1";76,4331623464432;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6747";"EXP";"PRECO";1999;11;"CO_CGCE_N1_3";84,6390142899354;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6748";"EXP";"QUANTUM";1999;11;"CO_CGCE_N1_2";53,2991515487726;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6749";"EXP";"QUANTUM";1999;11;"CO_CGCE_N1_1";55,2675297282178;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6750";"EXP";"QUANTUM";1999;11;"CO_CGCE_N1_3";42,6661161999998;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6751";"EXP_DESSAZONALIZADA";"QUANTUM";1999;11;"CO_CGCE_N1_2";59,5356321368703;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6752";"EXP_DESSAZONALIZADA";"QUANTUM";1999;11;"CO_CGCE_N1_1";61,3755602685087;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6753";"EXP_DESSAZONALIZADA";"QUANTUM";1999;11;"CO_CGCE_N1_3";44,6738287286467;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6754";"IMP";"PRECO";1999;11;"CO_CGCE_N1_2";90,5273117391339;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6755";"IMP";"PRECO";1999;11;"CO_CGCE_N1_1";113,146571076714;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6756";"IMP";"PRECO";1999;11;"CO_CGCE_N1_3";91,7321710807763;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6757";"IMP";"PRECO";1999;11;"CO_CGCE_N1_4";34,1211047903586;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6758";"IMP";"QUANTUM";1999;11;"CO_CGCE_N1_2";66,7706735042764;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6759";"IMP";"QUANTUM";1999;11;"CO_CGCE_N1_1";73,9502927169747;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6760";"IMP";"QUANTUM";1999;11;"CO_CGCE_N1_3";69,8953948597456;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6761";"IMP";"QUANTUM";1999;11;"CO_CGCE_N1_4";117,602025403398;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6762";"IMP_DESSAZONALIZADA";"QUANTUM";1999;11;"CO_CGCE_N1_2";68,3529393655016;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6763";"IMP_DESSAZONALIZADA";"QUANTUM";1999;11;"CO_CGCE_N1_1";70,884956760561;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6764";"IMP_DESSAZONALIZADA";"QUANTUM";1999;11;"CO_CGCE_N1_3";66,1239402604946;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6765";"IMP_DESSAZONALIZADA";"QUANTUM";1999;11;"CO_CGCE_N1_4";121,33892185276;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6766";"TERMOS_DE_TROCA";"PRECO";1999;11;"CO_CGCE_N1_2";79,889723087451;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6767";"TERMOS_DE_TROCA";"PRECO";1999;11;"CO_CGCE_N1_1";67,5523452625189;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6768";"TERMOS_DE_TROCA";"PRECO";1999;11;"CO_CGCE_N1_3";92,2675363427353;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6769";"EXP";"PRECO";1999;10;"CO_CGCE_N1_2";71,2718783140051;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6770";"EXP";"PRECO";1999;10;"CO_CGCE_N1_1";77,4035045697395;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6771";"EXP";"PRECO";1999;10;"CO_CGCE_N1_3";87,2157210052603;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6772";"EXP";"QUANTUM";1999;10;"CO_CGCE_N1_2";57,4761371289385;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6773";"EXP";"QUANTUM";1999;10;"CO_CGCE_N1_1";56,9124277165658;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6774";"EXP";"QUANTUM";1999;10;"CO_CGCE_N1_3";47,3095248396862;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6775";"EXP_DESSAZONALIZADA";"QUANTUM";1999;10;"CO_CGCE_N1_2";60,7637368257259;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6776";"EXP_DESSAZONALIZADA";"QUANTUM";1999;10;"CO_CGCE_N1_1";56,7254044097598;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6777";"EXP_DESSAZONALIZADA";"QUANTUM";1999;10;"CO_CGCE_N1_3";47,4842237993402;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6778";"IMP";"PRECO";1999;10;"CO_CGCE_N1_2";92,6674333376901;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6779";"IMP";"PRECO";1999;10;"CO_CGCE_N1_1";115,300652373921;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6780";"IMP";"PRECO";1999;10;"CO_CGCE_N1_3";96,0619588917102;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6781";"IMP";"PRECO";1999;10;"CO_CGCE_N1_4";33,4447354514223;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6782";"IMP";"QUANTUM";1999;10;"CO_CGCE_N1_2";65,2153588228985;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6783";"IMP";"QUANTUM";1999;10;"CO_CGCE_N1_1";64,5983396156148;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6784";"IMP";"QUANTUM";1999;10;"CO_CGCE_N1_3";58,4751877920841;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"6785";"IMP";"QUANTUM";1999;10;"CO_CGCE_N1_4";121,362934975861;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"6786";"IMP_DESSAZONALIZADA";"QUANTUM";1999;10;"CO_CGCE_N1_2";67,5043241971865;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"6787";"IMP_DESSAZONALIZADA";"QUANTUM";1999;10;"CO_CGCE_N1_1";69,7713619778619;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"6788";"IMP_DESSAZONALIZADA";"QUANTUM";1999;10;"CO_CGCE_N1_3";61,9292276171868;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
